STATION,NAME,DATE,AWND,PRCP,SNOW,TAVG,TMAX,TMIN
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/12/2014,13.42,0,0,35,38,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/12/2014,11.18,0,0,31,33,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/12/2014,8.95,0,0,28,32,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/12/2014,9.4,0,0,29,37,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/12/2014,7.83,0,0,38,47,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/12/2014,8.28,0,0,47,50,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/12/2014,11.41,0.06,0,46,46,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/12/2014,12.08,0.02,0,42,45,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/12/2014,11.18,0,0,28,29,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/12/2014,5.59,0,0,24,28,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/12/2014,4.92,0,0,29,32,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/12/2014,3.8,0,0,30,33,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/12/2014,10.29,0,0,33,36,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/12/2014,11.18,0.32,0,33,41,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/12/2014,10.51,0.19,0,44,48,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/12/2014,8.05,0,0,39,40,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/12/2014,14.32,0,0,37,42,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/12/2014,10.29,0,0,41,50,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/12/2014,15.21,0,0,44,49,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/12/2014,7.61,0,0,29,35,22
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/12/2014,9.4,0,0,27,30,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/12/2014,10.51,0,0,17,20,9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",31/12/2014,13.87,0,0,11,18,4
